EXP True plastic strain,"EXP True stress, Mpa",1 True plastic strain,"1 True stress, Mpa","2 True plastic strain,-","2 True stress, Mpa","3 True plastic strain,-","3 True stress, Mpa","4 True plastic strain,-","4 True stress, Mpa","5 True plastic strain,-","5 True stress, Mpa","6 True plastic strain,-","6 True stress, Mpa","7 True plastic strain,-","7 True stress, Mpa"
5.71E-05,463.7041321,0.0612,1036.590085,0.0612,1053.305229,0.0612,1051.633715,0.0612,1048.290686,0.0612,1044.947657,0.0612,1041.604628,0.0612,1038.2616
5.47E-05,465.8073425,0.0614,1036.632408,0.0614,1053.563949,0.0614,1051.870794,0.0614,1048.484486,0.0614,1045.098178,0.0614,1041.71187,0.0614,1038.325562
5.32E-05,467.9858398,0.0616,1036.67411,0.0616,1053.82189,0.0616,1052.107112,0.0616,1048.677556,0.0616,1045.248,0.0616,1041.818444,0.0616,1038.388888
5.83E-05,470.3114319,0.0618,1036.715199,0.0618,1054.079058,0.0618,1052.342672,0.0618,1048.8699,0.0618,1045.397129,0.0618,1041.924357,0.0618,1038.451585
5.65E-05,472.6200562,0.062,1036.755686,0.062,1054.335458,0.062,1052.57748,0.062,1049.061526,0.062,1045.545572,0.062,1042.029617,0.062,1038.513663
5.48E-05,474.879364,0.0622,1036.795577,0.0622,1054.591093,0.0622,1052.811542,0.0622,1049.252439,0.0622,1045.693335,0.0622,1042.134232,0.0622,1038.575129
5.05E-05,477.2958374,0.0624,1036.834884,0.0624,1054.84597,0.0624,1053.044862,0.0624,1049.442644,0.0624,1045.840427,0.0624,1042.23821,0.0624,1038.635992
5.41E-05,479.5809326,0.0626,1036.873613,0.0626,1055.100093,0.0626,1053.277445,0.0626,1049.632149,0.0626,1045.986853,0.0626,1042.341557,0.0626,1038.696261
5.18E-05,481.7833862,0.0628,1036.911774,0.0628,1055.353466,0.0628,1053.509297,0.0628,1049.820958,0.0628,1046.13262,0.0628,1042.444281,0.0628,1038.755943
5.68E-05,484.0851746,0.063,1036.949374,0.063,1055.606094,0.063,1053.740422,0.063,1050.009078,0.063,1046.277734,0.063,1042.54639,0.063,1038.815046
5.61E-05,486.3608398,0.0632,1036.986423,0.0632,1055.857981,0.0632,1053.970825,0.0632,1050.196514,0.0632,1046.422202,0.0632,1042.64789,0.0632,1038.873579
6.88E-05,488.7263794,0.0634,1037.022927,0.0634,1056.109133,0.0634,1054.200512,0.0634,1050.383271,0.0634,1046.56603,0.0634,1042.748789,0.0634,1038.931548
7.22E-05,491.090332,0.0636,1037.058896,0.0636,1056.359552,0.0636,1054.429487,0.0636,1050.569356,0.0636,1046.709224,0.0636,1042.849093,0.0636,1038.988962
6.81E-05,493.3364258,0.0638,1037.094337,0.0638,1056.609245,0.0638,1054.657754,0.0638,1050.754773,0.0638,1046.851791,0.0638,1042.948809,0.0638,1039.045828
7.70E-05,495.722229,0.064,1037.129257,0.064,1056.858215,0.064,1054.885319,0.064,1050.939528,0.064,1046.993736,0.064,1043.047945,0.064,1039.102153
8.20E-05,498.2062683,0.0642,1037.163665,0.0642,1057.106466,0.0642,1055.112186,0.0642,1051.123626,0.0642,1047.135066,0.0642,1043.146506,0.0642,1039.157945
8.65E-05,500.5339966,0.0644,1037.197568,0.0644,1057.354003,0.0644,1055.33836,0.0644,1051.307073,0.0644,1047.275786,0.0644,1043.244499,0.0644,1039.213212
8.71E-05,502.8674011,0.0646,1037.230973,0.0646,1057.600831,0.0646,1055.563845,0.0646,1051.489874,0.0646,1047.415902,0.0646,1043.34193,0.0646,1039.267959
9.56E-05,505.1637573,0.0648,1037.263888,0.0648,1057.846953,0.0648,1055.788646,0.0648,1051.672033,0.0648,1047.55542,0.0648,1043.438807,0.0648,1039.322194
8.94E-05,507.5879211,0.065,1037.296319,0.065,1058.092373,0.065,1056.012768,0.065,1051.853557,0.065,1047.694346,0.065,1043.535135,0.065,1039.375925
9.57E-05,509.9258423,0.0652,1037.328275,0.0652,1058.337096,0.0652,1056.236214,0.0652,1052.03445,0.0652,1047.832685,0.0652,1043.630921,0.0652,1039.429157
9.27E-05,512.3260498,0.0654,1037.359761,0.0654,1058.581126,0.0654,1056.458989,0.0654,1052.214716,0.0654,1047.970443,0.0654,1043.72617,0.0654,1039.481897
0.000109823,514.6363525,0.0656,1037.390785,0.0656,1058.824466,0.0656,1056.681098,0.0656,1052.394362,0.0656,1048.107626,0.0656,1043.820889,0.0656,1039.534153
0.000108297,517.1835327,0.0658,1037.421354,0.0658,1059.067122,0.0658,1056.902545,0.0658,1052.573392,0.0658,1048.244238,0.0658,1043.915084,0.0658,1039.585931
0.000106656,519.5056763,0.066,1037.451474,0.066,1059.309097,0.066,1057.123334,0.066,1052.75181,0.066,1048.380285,0.066,1044.008761,0.066,1039.637236
0.000113782,521.8155518,0.0662,1037.481151,0.0662,1059.550394,0.0662,1057.34347,0.0662,1052.929621,0.0662,1048.515773,0.0662,1044.101924,0.0662,1039.688076
0.000115473,524.2710571,0.0664,1037.510393,0.0664,1059.791018,0.0664,1057.562956,0.0664,1053.106831,0.0664,1048.650706,0.0664,1044.194581,0.0664,1039.738456
0.000116067,526.7084961,0.0666,1037.539206,0.0666,1060.030973,0.0666,1057.781797,0.0666,1053.283443,0.0666,1048.78509,0.0666,1044.286736,0.0666,1039.788383
0.00012106,529.1306763,0.0668,1037.567596,0.0668,1060.270263,0.0668,1057.999996,0.0668,1053.459463,0.0668,1048.918929,0.0668,1044.378396,0.0668,1039.837863
0.000132123,531.5856934,0.067,1037.595569,0.067,1060.508891,0.067,1058.217559,0.067,1053.634894,0.067,1049.05223,0.067,1044.469566,0.067,1039.886901
0.000128516,533.9865723,0.0672,1037.623131,0.0672,1060.746861,0.0672,1058.434488,0.0672,1053.809742,0.0672,1049.184996,0.0672,1044.56025,0.0672,1039.935504
0.000126226,536.4173584,0.0674,1037.650289,0.0674,1060.984177,0.0674,1058.650788,0.0674,1053.984011,0.0674,1049.317233,0.0674,1044.650456,0.0674,1039.983678
0.000122647,538.890625,0.0676,1037.677048,0.0676,1061.220843,0.0676,1058.866463,0.0676,1054.157704,0.0676,1049.448946,0.0676,1044.740187,0.0676,1040.031428
0.000140077,541.1907349,0.0678,1037.703415,0.0678,1061.456862,0.0678,1059.081517,0.0678,1054.330828,0.0678,1049.580138,0.0678,1044.829449,0.0678,1040.078759
0.000142406,543.5413818,0.068,1037.729394,0.068,1061.692238,0.068,1059.295954,0.068,1054.503385,0.068,1049.710816,0.068,1044.918247,0.068,1040.125678
0.000138337,545.899292,0.0682,1037.754992,0.0682,1061.926975,0.0682,1059.509777,0.0682,1054.67538,0.0682,1049.840984,0.0682,1045.006587,0.0682,1040.17219
0.000155658,548.3071289,0.0684,1037.780214,0.0684,1062.161077,0.0684,1059.72299,0.0684,1054.846818,0.0684,1049.970645,0.0684,1045.094473,0.0684,1040.2183
0.000158483,550.6917725,0.0686,1037.805066,0.0686,1062.394546,0.0686,1059.935598,0.0686,1055.017702,0.0686,1050.099806,0.0686,1045.18191,0.0686,1040.264014
0.000158761,553.1029053,0.0688,1037.829553,0.0688,1062.627386,0.0688,1060.147603,0.0688,1055.188036,0.0688,1050.228469,0.0688,1045.268903,0.0688,1040.309336
0.000158514,555.4198608,0.069,1037.85368,0.069,1062.859602,0.069,1060.35901,0.069,1055.357825,0.069,1050.356641,0.069,1045.355457,0.069,1040.354272
0.000155181,558.0197144,0.0692,1037.877454,0.0692,1063.091196,0.0692,1060.569821,0.0692,1055.527073,0.0692,1050.484325,0.0692,1045.441576,0.0692,1040.398828
0.00016688,560.3952637,0.0694,1037.900878,0.0694,1063.322171,0.0694,1060.780042,0.0694,1055.695783,0.0694,1050.611525,0.0694,1045.527266,0.0694,1040.443007
0.00017185,562.7736206,0.0696,1037.923958,0.0696,1063.552532,0.0696,1060.989675,0.0696,1055.86396,0.0696,1050.738245,0.0696,1045.612531,0.0696,1040.486816
0.000176203,565.1624146,0.0698,1037.9467,0.0698,1063.782282,0.0698,1061.198724,0.0698,1056.031608,0.0698,1050.864491,0.0698,1045.697375,0.0698,1040.530258
0.000184518,567.621582,0.07,1037.969108,0.07,1064.011424,0.07,1061.407192,0.07,1056.198729,0.07,1050.990266,0.07,1045.781803,0.07,1040.573339
0.000191272,570.0540771,0.0702,1037.991187,0.0702,1064.239961,0.0702,1061.615084,0.0702,1056.365329,0.0702,1051.115574,0.0702,1045.865819,0.0702,1040.616064
0.000195213,572.4379272,0.0704,1038.012942,0.0704,1064.467897,0.0704,1061.822401,0.0704,1056.53141,0.0704,1051.240419,0.0704,1045.949428,0.0704,1040.658437
0.000207649,574.7376099,0.0706,1038.034377,0.0706,1064.695235,0.0706,1062.029149,0.0706,1056.696977,0.0706,1051.364806,0.0706,1046.032634,0.0706,1040.700463
0.000207446,577.1853638,0.0708,1038.055498,0.0708,1064.921978,0.0708,1062.23533,0.0708,1056.862034,0.0708,1051.488738,0.0708,1046.115442,0.0708,1040.742146
0.000215666,579.6495972,0.071,1038.076308,0.071,1065.14813,0.071,1062.440947,0.071,1057.026583,0.071,1051.612219,0.071,1046.197855,0.071,1040.78349
0.000212085,581.9389038,0.0712,1038.096813,0.0712,1065.373693,0.0712,1062.646005,0.0712,1057.190629,0.0712,1051.735253,0.0712,1046.279877,0.0712,1040.824501
0.000223751,584.3184204,0.0714,1038.117018,0.0714,1065.598671,0.0714,1062.850506,0.0714,1057.354175,0.0714,1051.857844,0.0714,1046.361514,0.0714,1040.865183
0.000223363,586.6676025,0.0716,1038.136925,0.0716,1065.823067,0.0716,1063.054453,0.0716,1057.517224,0.0716,1051.979996,0.0716,1046.442768,0.0716,1040.905539
0.000235401,588.9765015,0.0718,1038.15654,0.0718,1066.046884,0.0718,1063.25785,0.0718,1057.679781,0.0718,1052.101712,0.0718,1046.523644,0.0718,1040.945575
0.00024499,591.3279419,0.072,1038.175868,0.072,1066.270126,0.072,1063.4607,0.072,1057.841848,0.072,1052.222997,0.072,1046.604145,0.072,1040.985294
0.000248387,593.5930176,0.0722,1038.194911,0.0722,1066.492794,0.0722,1063.663006,0.0722,1058.003429,0.0722,1052.343853,0.0722,1046.684276,0.0722,1041.0247
0.00024861,595.882019,0.0724,1038.213676,0.0724,1066.714893,0.0724,1063.864772,0.0724,1058.164528,0.0724,1052.464284,0.0724,1046.764041,0.0724,1041.063797
0.000260324,598.3792114,0.0726,1038.232164,0.0726,1066.936426,0.0726,1064.066,0.0726,1058.325147,0.0726,1052.584295,0.0726,1046.843443,0.0726,1041.10259
0.000252942,600.7121582,0.0728,1038.250381,0.0728,1067.157395,0.0728,1064.266693,0.0728,1058.485291,0.0728,1052.703888,0.0728,1046.922485,0.0728,1041.141083
0.00027121,603.0444946,0.073,1038.268331,0.073,1067.377803,0.073,1064.466856,0.073,1058.644961,0.073,1052.823067,0.073,1047.001173,0.073,1041.179278
0.000271735,605.3404541,0.0732,1038.286017,0.0732,1067.597653,0.0732,1064.66649,0.0732,1058.804163,0.0732,1052.941835,0.0732,1047.079508,0.0732,1041.217181
0.000281517,607.7553711,0.0734,1038.303444,0.0734,1067.816949,0.0734,1064.865599,0.0734,1058.962898,0.0734,1053.060197,0.0734,1047.157496,0.0734,1041.254795
0.000288435,610.1447754,0.0736,1038.320615,0.0736,1068.035693,0.0736,1065.064185,0.0736,1059.12117,0.0736,1053.178154,0.0736,1047.235138,0.0736,1041.292123
0.00030015,612.5157471,0.0738,1038.337534,0.0738,1068.253888,0.0738,1065.262252,0.0738,1059.278982,0.0738,1053.295711,0.0738,1047.31244,0.0738,1041.329169
0.000299495,614.7846069,0.074,1038.354204,0.074,1068.471537,0.074,1065.459803,0.074,1059.436337,0.074,1053.41287,0.074,1047.389404,0.074,1041.365937
0.0003121,617.2348633,0.0742,1038.37063,0.0742,1068.688642,0.0742,1065.656841,0.0742,1059.593238,0.0742,1053.529636,0.0742,1047.466033,0.0742,1041.402431
0.000319872,619.6672974,0.0744,1038.386814,0.0744,1068.905207,0.0744,1065.853368,0.0744,1059.749689,0.0744,1053.646011,0.0744,1047.542332,0.0744,1041.438653
0.000329238,621.9813843,0.0746,1038.402761,0.0746,1069.121234,0.0746,1066.049387,0.0746,1059.905692,0.0746,1053.761998,0.0746,1047.618303,0.0746,1041.474608
0.000334871,624.3637695,0.0748,1038.418474,0.0748,1069.336727,0.0748,1066.244902,0.0748,1060.061251,0.0748,1053.8776,0.0748,1047.69395,0.0748,1041.510299
0.000348538,626.6928711,0.075,1038.433956,0.075,1069.551687,0.075,1066.439914,0.075,1060.216368,0.075,1053.992822,0.075,1047.769275,0.075,1041.545729
0.000360289,629.1118164,0.0752,1038.449211,0.0752,1069.766118,0.0752,1066.634427,0.0752,1060.371046,0.0752,1054.107665,0.0752,1047.844283,0.0752,1041.580902
0.000366263,631.4785156,0.0754,1038.464242,0.0754,1069.980022,0.0754,1066.828444,0.0754,1060.525288,0.0754,1054.222132,0.0754,1047.918976,0.0754,1041.61582
0.000377105,633.7565308,0.0756,1038.479052,0.0756,1070.193402,0.0756,1067.021967,0.0756,1060.679097,0.0756,1054.336227,0.0756,1047.993357,0.0756,1041.650487
0.000385925,636.0773315,0.0758,1038.493645,0.0758,1070.406261,0.0758,1067.214999,0.0758,1060.832476,0.0758,1054.449953,0.0758,1048.06743,0.0758,1041.684907
0.000393193,638.5177612,0.076,1038.508024,0.076,1070.618601,0.076,1067.407543,0.076,1060.985428,0.076,1054.563312,0.076,1048.141197,0.076,1041.719082
0.000408785,640.8244019,0.0762,1038.522191,0.0762,1070.830425,0.0762,1067.599602,0.0762,1061.137955,0.0762,1054.676308,0.0762,1048.214661,0.0762,1041.753015
0.000422256,643.0928955,0.0764,1038.536151,0.0764,1071.041735,0.0764,1067.791177,0.0764,1061.29006,0.0764,1054.788943,0.0764,1048.287826,0.0764,1041.786709
0.000422758,645.4024658,0.0766,1038.549906,0.0766,1071.252535,0.0766,1067.982272,0.0766,1061.441746,0.0766,1054.90122,0.0766,1048.360694,0.0766,1041.820169
0.000439751,647.7349243,0.0768,1038.563458,0.0768,1071.462826,0.0768,1068.172889,0.0768,1061.593016,0.0768,1055.013142,0.0768,1048.433269,0.0768,1041.853395
0.000445307,650.0725098,0.077,1038.576812,0.077,1071.672611,0.077,1068.363031,0.077,1061.743872,0.077,1055.124712,0.077,1048.505552,0.077,1041.886392
0.000457003,652.3189087,0.0772,1038.58997,0.0772,1071.881893,0.0772,1068.552701,0.0772,1061.894316,0.0772,1055.235932,0.0772,1048.577547,0.0772,1041.919162
0.000458606,654.4969482,0.0774,1038.602935,0.0774,1072.090675,0.0774,1068.741901,0.0774,1062.044353,0.0774,1055.346805,0.0774,1048.649257,0.0774,1041.951709
0.000473315,656.8139648,0.0776,1038.615709,0.0776,1072.298958,0.0776,1068.930633,0.0776,1062.193983,0.0776,1055.457333,0.0776,1048.720684,0.0776,1041.984034
0.000478372,659.1295166,0.0778,1038.628296,0.0778,1072.506745,0.0778,1069.1189,0.0778,1062.34321,0.0778,1055.56752,0.0778,1048.79183,0.0778,1042.016141
0.000496818,661.3408813,0.078,1038.640698,0.078,1072.714039,0.078,1069.306705,0.078,1062.492037,0.078,1055.677368,0.078,1048.8627,0.078,1042.048032
0.000500023,663.6273804,0.0782,1038.652918,0.0782,1072.920842,0.0782,1069.494049,0.0782,1062.640465,0.0782,1055.78688,0.0782,1048.933295,0.0782,1042.07971
0.000509416,665.8875122,0.0784,1038.664958,0.0784,1073.127156,0.0784,1069.680936,0.0784,1062.788497,0.0784,1055.896057,0.0784,1049.003618,0.0784,1042.111178
0.000529355,668.2161865,0.0786,1038.676822,0.0786,1073.332985,0.0786,1069.867368,0.0786,1062.936136,0.0786,1056.004903,0.0786,1049.073671,0.0786,1042.142438
0.00053976,670.4719238,0.0788,1038.688512,0.0788,1073.538329,0.0788,1070.053347,0.0788,1063.083384,0.0788,1056.11342,0.0788,1049.143457,0.0788,1042.173493
0.00055471,672.6496582,0.079,1038.70003,0.079,1073.743192,0.079,1070.238876,0.079,1063.230243,0.079,1056.221611,0.079,1049.212978,0.079,1042.204346
0.00056237,674.8504028,0.0792,1038.711379,0.0792,1073.947576,0.0792,1070.423957,0.0792,1063.376717,0.0792,1056.329477,0.0792,1049.282238,0.0792,1042.234998
0.000584216,677.2130737,0.0794,1038.722561,0.0794,1074.151484,0.0794,1070.608591,0.0794,1063.522807,0.0794,1056.437022,0.0794,1049.351238,0.0794,1042.265453
0.000600684,679.3775635,0.0796,1038.733579,0.0796,1074.354917,0.0796,1070.792783,0.0796,1063.668515,0.0796,1056.544248,0.0796,1049.41998,0.0796,1042.295713
0.000611614,681.6333008,0.0798,1038.744436,0.0798,1074.557878,0.0798,1070.976533,0.0798,1063.813845,0.0798,1056.651157,0.0798,1049.488468,0.0798,1042.32578
0.000634139,683.8471069,0.08,1038.755133,0.08,1074.760369,0.08,1071.159845,0.08,1063.958798,0.08,1056.757751,0.08,1049.556703,0.08,1042.355656
0.000646264,686.098877,0.0802,1038.765673,0.0802,1074.962392,0.0802,1071.34272,0.0802,1064.103376,0.0802,1056.864032,0.0802,1049.624688,0.0802,1042.385345
0.000666577,688.352356,0.0804,1038.776058,0.0804,1075.16395,0.0804,1071.525161,0.0804,1064.247583,0.0804,1056.970004,0.0804,1049.692426,0.0804,1042.414847
0.000679282,690.5332642,0.0806,1038.786291,0.0806,1075.365045,0.0806,1071.70717,0.0806,1064.391419,0.0806,1057.075668,0.0806,1049.759917,0.0806,1042.444166
0.000699486,692.6547241,0.0808,1038.796373,0.0808,1075.565679,0.0808,1071.888749,0.0808,1064.534888,0.0808,1057.181026,0.0808,1049.827165,0.0808,1042.473304
0.000716545,694.907959,0.081,1038.806308,0.081,1075.765855,0.081,1072.0699,0.081,1064.677991,0.081,1057.286081,0.081,1049.894172,0.081,1042.502263
0.000741844,697.1124268,0.0812,1038.816097,0.0812,1075.965574,0.0812,1072.250626,0.0812,1064.820731,0.0812,1057.390835,0.0812,1049.96094,0.0812,1042.531044
0.000758348,699.2203979,0.0814,1038.825742,0.0814,1076.164838,0.0814,1072.430929,0.0814,1064.963109,0.0814,1057.49529,0.0814,1050.027471,0.0814,1042.559651
0.000771262,701.3945923,0.0816,1038.835245,0.0816,1076.36365,0.0816,1072.61081,0.0816,1065.105129,0.0816,1057.599448,0.0816,1050.093767,0.0816,1042.588086
0.000794206,703.5335083,0.0818,1038.844609,0.0818,1076.562013,0.0818,1072.790272,0.0818,1065.246792,0.0818,1057.703311,0.0818,1050.15983,0.0818,1042.61635
0.00081271,705.7333984,0.082,1038.853836,0.082,1076.759927,0.082,1072.969318,0.082,1065.388099,0.082,1057.806881,0.082,1050.225663,0.082,1042.644445
0.000828881,707.8035889,0.0822,1038.862927,0.0822,1076.957395,0.0822,1073.147948,0.0822,1065.529055,0.0822,1057.910161,0.0822,1050.291267,0.0822,1042.672374
0.000843505,709.8224487,0.0824,1038.871885,0.0824,1077.15442,0.0824,1073.326166,0.0824,1065.669659,0.0824,1058.013152,0.0824,1050.356645,0.0824,1042.700138
0.000860896,711.9351196,0.0826,1038.880711,0.0826,1077.351002,0.0826,1073.503973,0.0826,1065.809915,0.0826,1058.115857,0.0826,1050.421798,0.0826,1042.72774
0.000876452,714.0928345,0.0828,1038.889407,0.0828,1077.547146,0.0828,1073.681372,0.0828,1065.949824,0.0828,1058.218276,0.0828,1050.486729,0.0828,1042.755181
0.00089994,716.0107422,0.083,1038.897976,0.083,1077.742851,0.083,1073.858364,0.083,1066.089389,0.083,1058.320414,0.083,1050.551439,0.083,1042.782464
0.000907523,718.0623779,0.0832,1038.906419,0.0832,1077.938121,0.0832,1074.034951,0.0832,1066.22861,0.0832,1058.42227,0.0832,1050.61593,0.0832,1042.809589
0.000925425,720.0612793,0.0834,1038.914738,0.0834,1078.132957,0.0834,1074.211135,0.0834,1066.367492,0.0834,1058.523848,0.0834,1050.680204,0.0834,1042.83656
0.000947983,722.2098389,0.0836,1038.922935,0.0836,1078.327362,0.0836,1074.386919,0.0836,1066.506034,0.0836,1058.625149,0.0836,1050.744263,0.0836,1042.863378
0.000971757,724.2733154,0.0838,1038.931012,0.0838,1078.521337,0.0838,1074.562305,0.0838,1066.64424,0.0838,1058.726175,0.0838,1050.80811,0.0838,1042.890045
0.000991713,726.2935791,0.084,1038.93897,0.084,1078.714885,0.084,1074.737293,0.084,1066.78211,0.084,1058.826927,0.084,1050.871744,0.084,1042.916562
0.001015698,728.225708,0.0842,1038.946811,0.0842,1078.908007,0.0842,1074.911887,0.0842,1066.919648,0.0842,1058.927409,0.0842,1050.93517,0.0842,1042.942931
0.001044139,730.3317871,0.0844,1038.954538,0.0844,1079.100705,0.0844,1075.086088,0.0844,1067.056855,0.0844,1059.027621,0.0844,1050.998388,0.0844,1042.969154
0.001058139,732.3103638,0.0846,1038.96215,0.0846,1079.292981,0.0846,1075.259898,0.0846,1067.193732,0.0846,1059.127566,0.0846,1051.0614,0.0846,1042.995233
0.001084436,734.2538452,0.0848,1038.969651,0.0848,1079.484837,0.0848,1075.433319,0.0848,1067.330282,0.0848,1059.227244,0.0848,1051.124207,0.0848,1043.02117
0.001116997,735.9371338,0.085,1038.977042,0.085,1079.676276,0.085,1075.606353,0.085,1067.466506,0.085,1059.326659,0.085,1051.186812,0.085,1043.046966
0.001130276,737.8981934,0.0852,1038.984325,0.0852,1079.867298,0.0852,1075.779001,0.0852,1067.602406,0.0852,1059.425811,0.0852,1051.249217,0.0852,1043.072622
0.001162616,739.5020142,0.0854,1038.9915,0.0854,1080.057906,0.0854,1075.951266,0.0854,1067.737985,0.0854,1059.524703,0.0854,1051.311422,0.0854,1043.098141
0.001186291,741.460083,0.0856,1038.99857,0.0856,1080.248102,0.0856,1076.123149,0.0856,1067.873243,0.0856,1059.623336,0.0856,1051.37343,0.0856,1043.123524
0.001211517,743.2407227,0.0858,1039.005537,0.0858,1080.437888,0.0858,1076.294653,0.0858,1068.008182,0.0858,1059.721712,0.0858,1051.435242,0.0858,1043.148772
0.001242478,745.0142212,0.086,1039.012401,0.086,1080.627264,0.086,1076.465778,0.086,1068.142805,0.086,1059.819833,0.086,1051.49686,0.086,1043.173887
0.001273472,746.9910889,0.0862,1039.019164,0.0862,1080.816234,0.0862,1076.636527,0.0862,1068.277113,0.0862,1059.917699,0.0862,1051.558285,0.0862,1043.198871
0.001304638,748.7213135,0.0864,1039.025828,0.0864,1081.004799,0.0864,1076.806902,0.0864,1068.411108,0.0864,1060.015314,0.0864,1051.619519,0.0864,1043.223725
0.001321762,750.4765625,0.0866,1039.032394,0.0866,1081.192961,0.0866,1076.976904,0.0866,1068.544791,0.0866,1060.112678,0.0866,1051.680564,0.0866,1043.248451
0.001353846,752.0217285,0.0868,1039.038864,0.0868,1081.380721,0.0868,1077.146535,0.0868,1068.678164,0.0868,1060.209793,0.0868,1051.741421,0.0868,1043.27305
0.001385182,753.7373657,0.087,1039.045239,0.087,1081.568082,0.087,1077.315797,0.087,1068.811229,0.087,1060.30666,0.087,1051.802092,0.087,1043.297523
0.001411816,755.5488281,0.0872,1039.05152,0.0872,1081.755044,0.0872,1077.484692,0.0872,1068.943987,0.0872,1060.403282,0.0872,1051.862578,0.0872,1043.321873
0.001429912,757.2613525,0.0874,1039.057709,0.0874,1081.941611,0.0874,1077.653221,0.0874,1069.076441,0.0874,1060.49966,0.0874,1051.92288,0.0874,1043.3461
0.001440097,758.9161377,0.0876,1039.063808,0.0876,1082.127783,0.0876,1077.821386,0.0876,1069.208591,0.0876,1060.595795,0.0876,1051.983,0.0876,1043.370205
0.001473819,760.1533203,0.0878,1039.069816,0.0878,1082.313563,0.0878,1077.989188,0.0878,1069.340439,0.0878,1060.69169,0.0878,1052.04294,0.0878,1043.394191
0.001501329,761.9684448,0.088,1039.075737,0.088,1082.498952,0.088,1078.15663,0.088,1069.471987,0.088,1060.787344,0.088,1052.102701,0.088,1043.418058
0.001534197,763.4403687,0.0882,1039.08157,0.0882,1082.683951,0.0882,1078.323713,0.0882,1069.603237,0.0882,1060.882761,0.0882,1052.162285,0.0882,1043.441808
0.001565962,765.1362915,0.0884,1039.087318,0.0884,1082.868563,0.0884,1078.490439,0.0884,1069.73419,0.0884,1060.977941,0.0884,1052.221692,0.0884,1043.465443
0.001590119,766.9169922,0.0886,1039.092982,0.0886,1083.052789,0.0886,1078.656808,0.0886,1069.864847,0.0886,1061.072885,0.0886,1052.280924,0.0886,1043.488963
0.001622035,768.5679932,0.0888,1039.098562,0.0888,1083.236631,0.0888,1078.822824,0.0888,1069.99521,0.0888,1061.167597,0.0888,1052.339983,0.0888,1043.512369
0.001653505,770.2510986,0.089,1039.104061,0.089,1083.420091,0.089,1078.988488,0.089,1070.125282,0.089,1061.262076,0.089,1052.39887,0.089,1043.535664
0.001685227,771.8814697,0.0892,1039.109478,0.0892,1083.603169,0.0892,1079.1538,0.0892,1070.255062,0.0892,1061.356324,0.0892,1052.457586,0.0892,1043.558848
0.001718627,773.1759033,0.0894,1039.114817,0.0894,1083.785869,0.0894,1079.318764,0.0894,1070.384553,0.0894,1061.450343,0.0894,1052.516132,0.0894,1043.581922
0.00174349,774.9672852,0.0896,1039.120077,0.0896,1083.968191,0.0896,1079.483379,0.0896,1070.513756,0.0896,1061.544134,0.0896,1052.574511,0.0896,1043.604888
0.001777892,776.2611694,0.0898,1039.125259,0.0898,1084.150137,0.0898,1079.647649,0.0898,1070.642673,0.0898,1061.637698,0.0898,1052.632722,0.0898,1043.627747
0.001811519,777.5524902,0.09,1039.130366,0.09,1084.331708,0.09,1079.811574,0.09,1070.771305,0.09,1061.731037,0.09,1052.690769,0.09,1043.6505
0.00184522,778.8167725,0.0902,1039.135397,0.0902,1084.512907,0.0902,1079.975156,0.0902,1070.899654,0.0902,1061.824152,0.0902,1052.74865,0.0902,1043.673148
0.001878637,780.2545776,0.0904,1039.140355,0.0904,1084.693735,0.0904,1080.138397,0.0904,1071.027721,0.0904,1061.917045,0.0904,1052.806369,0.0904,1043.695693
0.001905106,781.7462769,0.0906,1039.14524,0.0906,1084.874193,0.0906,1080.301298,0.0906,1071.155507,0.0906,1062.009717,0.0906,1052.863926,0.0906,1043.718135
0.001939054,783.012085,0.0908,1039.150053,0.0908,1085.054283,0.0908,1080.46386,0.0908,1071.283014,0.0908,1062.102168,0.0908,1052.921322,0.0908,1043.740476
0.001970139,784.6851807,0.091,1039.154796,0.091,1085.234007,0.091,1080.626086,0.091,1071.410244,0.091,1062.194401,0.091,1052.978559,0.091,1043.762717
0.002004479,785.8609619,0.0912,1039.159469,0.0912,1085.413366,0.0912,1080.787976,0.0912,1071.537197,0.0912,1062.286417,0.0912,1053.035638,0.0912,1043.784859
0.002028627,787.3916016,0.0914,1039.164073,0.0914,1085.592361,0.0914,1080.949532,0.0914,1071.663875,0.0914,1062.378217,0.0914,1053.09256,0.0914,1043.806902
0.002064556,788.2537842,0.0916,1039.16861,0.0916,1085.770995,0.0916,1081.110756,0.0916,1071.790279,0.0916,1062.469802,0.0916,1053.149326,0.0916,1043.828849
0.002092695,789.954834,0.0918,1039.17308,0.0918,1085.949268,0.0918,1081.271649,0.0918,1071.916412,0.0918,1062.561174,0.0918,1053.205937,0.0918,1043.850699
0.002126563,791.2727661,0.092,1039.177485,0.092,1086.127183,0.092,1081.432213,0.092,1072.042273,0.092,1062.652334,0.092,1053.262394,0.092,1043.872455
0.002162806,792.3170776,0.0922,1039.181825,0.0922,1086.30474,0.0922,1081.592448,0.0922,1072.167865,0.0922,1062.743282,0.0922,1053.318699,0.0922,1043.894116
0.002196286,793.59375,0.0924,1039.186101,0.0924,1086.481941,0.0924,1081.752357,0.0924,1072.293189,0.0924,1062.834021,0.0924,1053.374853,0.0924,1043.915685
